CATEGORÍA,CÓDIGO,DESCRIPCIÓN,STOCK,PRECIO DÓLARES,GARANTÍA,MARCA,PROMOCIÓN,DETALLE PROMOCIÓN
mem ddr4 2666 pc4-21300,me8gtfzgd48g26r,"memoria tg t-force vulcan z, 8gb, ddr4-2666 mhz, 1.2v, cl18-18-18-43[@@@]",10,13.37,P,teamgroup,,
mem ddr4 3200 pc4-25600,me16gkcp432nd8,"memoria dimm kingston, 16gb ddr4-3200mhz pc4-25600, cl22, 1.2v, 288-pin, non-ecc[@@@]",6,30.75,P,kingston,,
mem ddr4 3200 pc4-25600,me16gkcp432ns8,"memoria dimm kingston, 16gb ddr4-3200mhz pc4-25600, cl22, 1.2v, 288-pin, non-ecc[@@@]",10,30.65,P,kingston,,
mem ddr4 3200 pc4-25600,me16gkf432c16bf,"memoria kingston fury beast, 16gb, ddr4, 3200 mhz, pc4-25600, cl16, 1.35v.[@@@]",20,29.65,P,kingston,,
mem ddr4 3200 pc4-25600,me16gpa32002h1,memoria udimm patriot signature premium 16gb ddr4-3200mhz pc4-25600 cl22 1.22v 288-pi,20,20.9,P,patriot,,
mem ddr4 3200 pc4-25600,me16gpv320c6,memoria udimm patriot viper steel 16gb ddr4-3200mhz pc4-25600 cl16 1.35v 288-pin[@@@],14,25.07,P,patriot,,
mem ddr4 3200 pc4-25600,me16gtf3200hctd,"memoria tg t-force delta tuf gaming rgb, 16gb, ddr4-3200 mhz, cl16-20-20-40 1.35v[@@@",20,30.65,F,teamgroup,,
mem ddr4 3200 pc4-25600,me16kf432c16bb2,"memoria kingston fury beast rgb black, 16gb ddr4 3200 mhz, pc4-25600, cl16, 1.35v.[@@",20,35.28,P,kingston,,
mem ddr4 3200 pc4-25600,me16kvr32n22s8,"memoria dimm kingston, 16gb ddr4-3200mhz pc4-25600, cl22, 1.2v, 288-pin, non-ecc[@@@]",20,26.83,P,kingston,,
mem ddr4 3200 pc4-25600,me16tf3200hc16f,"memoria teamgroup t-force vulcan tuf gaming alliance ddr4, 16gb ddr4-3200mhz, cl16, 1",20,25.13,P,teamgroup,,
mem ddr4 3200 pc4-25600,me16tfzgd432hc1,"memoria tg t-force vulcan z, 16gb, ddr4-3200 mhz,1.35v, cl16-20-20-40[@@@]",1,25.13,P,teamgroup,,
mem ddr4 3200 pc4-25600,me16tfzrd432hc1,"memoria tg t-force vulcan z, 16gb, ddr4-3200 mhz,1.35v, cl16-20-20-40[@@@]",1,25.13,P,teamgroup,,
mem ddr4 3200 pc4-25600,me16tgd416g3200,"memoria teamgroup elite 16gb, ddr4-3200 mhz, 1.2v, cl22-22-22-52[@@@]",16,23.06,P,teamgroup,,
mem ddr4 3200 pc4-25600,me32kf432c16bb2,"memoria kingston fury beast 32gb ddr4-3200mhz pc4-25600, cl16, 1.35v, 288-pin, rgb, d",2,61.51,P,kingston,,
mem ddr4 3200 pc4-25600,me32tgccd432g32,"memoria teamgroup t-create classic ddr4, 32gb (2x16gb), ddr4-3200mhz, cl-22, 1.2v[@@@",1,51.86,P,teamgroup,,
mem ddr4 3200 pc4-25600,me8ghp18x15aa32,"memoria hp v2 8gb (1 x 8 gb) ddr4-3200 mhz, cl22,1.20v[@@@]",20,14.87,P,hp memorias ram,,
mem ddr4 3200 pc4-25600,me8ghp7eh67aa,"memoria hp v6 series, 8gb, ddr4, 3200 mhz, pc4-25600, cl-16, 1.35v[@@@]",20,17.49,P,hp memorias ram,,
mem ddr4 3200 pc4-25600,me8gkcp432ns6,"memoria kingston kcp432ns6/8, dimm 8gb ddr4-3200 mhz, cl22, 1.2v, non-ecc.[@@@]",20,18.14,P,kingston,,
mem ddr4 3200 pc4-25600,me8gkf432c16bb2,"memoria kingston fury beast rgb black 8gb ddr4-3200 mhz, pc4-25600, cl16, 1.35v, non-",5,22.11,P,kingston,,
mem ddr4 3200 pc4-25600,me8gkf432c16bb8,"memoria kingston fury beast, 8gb, ddr4-3200mhz, pc4-25600, cl16, 1.35v, 288-pines, xm",20,16.73,P,kingston,,
mem ddr4 3200 pc4-25600,me8gkvr32n22s6,"memoria kingston 8gb ddr4-3200 mhz, pc4-25600, cl22, 1.2v, 288-pin, non-ecc[@@@]",6,15.02,P,kingston,,
mem ddr4 3200 pc4-25600,me8gkvr32n22s8l,"memoria kingston ddr4 value ram, 8 gb ddr4-3200mhz, pc4-25600, cl22[@@@]",0,14.87,P,kingston,,
mem ddr4 3200 pc4-25600,me8gpa32002h1,"memoria patriot signature premium ddr4, 8gb ddr4-3200 mhz, pc4-25600, cl22, 1.2v[@@@]",20,12.76,P,patriot,,
mem ddr4 3200 pc4-25600,me8gpv320c6,memoria udimm patriot viper steel 8gb ddr4-3200mhz pc4-25600 cl16 1.35v 288-pin[@@@],20,13.37,P,patriot,,
mem ddr4 3200 pc4-25600,me8gtfgd48g3200,"memoria tg t-force vulcan z 8gb ddr4-3200 mhz, cl16, 1.35v[@@@]",20,13.87,P,teamgroup,,
mem ddr4 3200 pc4-25600,me8gtfgd48g320r,"memoria tg t-force vulcan z 8gb ddr4-3200 mhz, cl16, 1.35v[@@@]",20,13.87,F,teamgroup,,
mem ddr4 3200 pc4-25600,me8gtfyd48g32tf,"memoria tg t-force vulcan tuf, 8gb ddr4-3200 mhz,cl16, 1.35v[@@@]",20,13.87,P,teamgroup,,
mem ddr4 3600 pc4-28800,me16kf436c18bb2,"memoria kingston fury beast rgb black, 16gb, ddr4-3600mhz, pc4-28800, cl18, 1.35v, no",12,39.5,P,kingston,,
mem ddr4 3600 pc4-28800,me16kf436c18rb2,"memoria dimm kingston fury renegade 32gb ddr4-3600mhz pc4-28800, cl18, 1.35v, 288-pin",15,70.25,P,kingston,,
mem ddr4 3600 pc4-28800,me8gkf436c17bb8,"memoria kingston fury beast, 8gb, ddr4 3600 mhz, pc4-28800, cl17, 1.35v.[@@@]",20,18.14,P,kingston,,
mem ddr5 4800 pc5-38400,me16tep4800hc40,"memoria teamgroup elite plus ddr5 16gb ddr5-4800mhz, pc5-38400, cl40, 1.1v[@@@]",9,41.1,P,teamgroup,,
mem ddr5 5200 pc5-41600,me16gkf552c4arg,"memoria kingston fury beast 16gb ddr5-5200mhz pc5-41600 cl40, 1.25v, 288-pin, xmp 3.0",4,47.39,P,kingston,,
mem ddr5 5200 pc5-41600,me16kcp552us8,mem ram 16g kcp 5.20g dim ddr5,10,46.98,P,kingston,,
mem ddr5 5200 pc5-41600,me16kf552bwrgb,"memoria kingston fury beast white rgb, 16gb ddr5-5200 mhz, cl-40, 1.25v, white[@@@]",2,51.26,P,kingston,,
mem ddr5 5200 pc5-41600,me16kf552c40bb1,"memoria kingston fury beast 16gb, ddr5-5200mhz, pc5-41600, cl40, 1.25v, 288-pines, xm",20,45.73,P,kingston,,
mem ddr5 5200 pc5-41600,me16kf552c40bw,"memoria dimm kingston fury beast white, 16gb ddr5-5200mhz pc5-41600, cl40, 1.25v, non",5,46.13,P,kingston,,
mem ddr5 5200 pc5-41600,me16kf552c40bwe,"memoria dimm kingston fury beast white expo, 16gbddr5-5200mhz pc5-41600, cl36, 1.25v[",2,46.13,P,kingston,,
mem ddr5 5200 pc5-41600,me16tfd5200hc4w,"memoria teamgroup t-force delta rgb ddr5, 16gb ddr5-5200mhz, pc5-41600, cl40, 1.25v[@",7,44.42,P,teamgroup,,
mem ddr5 5200 pc5-41600,me16tfdt5200hc4,"memoria teamgroup delta tuf gaming alliance rgb, 16gb ddr5-5200mhz pc5-41600, cl40, 1",6,44.42,P,teamgroup,,
mem ddr5 5200 pc5-41600,me16tfv5200hc41,"memoria teamgroup t-force vulcan ddr5 16gb ddr5-5200 mhz, cl40, 1.25v[@@@]",20,40.45,P,teamgroup,,
mem ddr5 5200 pc5-41600,me32gkf552c40rg,"memoria kingston fury beast 32gb ddr5-5200mhz, pc5-41600, cl40, 1.25v, 288-pin, non-e",1,89.65,P,kingston,,
mem ddr5 5200 pc5-41600,me32kf552c40bbf,"memoria kingston fury beast black, 32gb ddr5-5200mhz, pc5-41600, cl40, 1.25v.[@@@]",5,84.92,P,kingston,,
mem ddr5 5200 pc5-41600,me8gkf552c40bb8,"memoria kingston fury beast 8gb, ddr5-5200mhz, pc5-41600, cl40, 1.25v, 288-pines, xmp",15,26.53,P,kingston,,
mem ddr5 5600 pc5-44800,me16gkf556c40bb,"memoria kingston fury beast 16gb ddr5-5600mhz, pc5-44800, cl40, 1.25v, 288-pin, dimm[",20,43.16,P,kingston,,
mem ddr5 5600 pc5-44800,me16gkf556c4arg,"memoria kingston fury beast 16gb ddr5-5600mhz pc5-44800 cl40, 1.25v, 288-pin, xmp 3.0",9,48.74,P,kingston,,
mem ddr5 5600 pc5-44800,me16kcp556us8,mem ram 16g kcp556us8 5.6g dr5,5,48.64,P,kingston,,
mem ddr5 5600 pc5-44800,me16tfd5600hc36,"memoria teamgroup t-force delta rgb ddr5 16gb ddr5-5600 mhz, cl36, 1.2v[@@@]",16,45.02,P,teamgroup,,
mem ddr5 5600 pc5-44800,me16tfd5600hc3w,"memoria teamgroup t-force delta rgb ddr5, 16gb ddr5-5600mhz, pc5-44800, cl36, 1.2v[@@",6,45.02,P,teamgroup,,
mem ddr5 5600 pc5-44800,me16tfdt5600hc3,"memoria teamgroup t-force delta tuf gaming alliance rgb ddr5, 16gb ddr5-5600mhz, cl36",9,45.02,P,teamgroup,,
mem ddr5 5600 pc5-44800,me16tfva5600hcn,"memoria teamgroup vulcan&#945; ddr5, 16gb (1x16gb) ddr5-5600mhz pc5-44800, cl40, 1.2v",7,41.31,P,teamgroup,,
mem ddr5 5600 pc5-44800,me32hpx26g0r2aa,"memoria hp x2 udimm ddr5, 32gb 5600 mhz, pc5-44800, cl46, 1.1v[@@@]",0,80.65,P,hp memorias ram,,
mem ddr5 5600 pc5-44800,me32kf556c40bb,"memoria dimm kingston fury beast 32gb ddr5-5600mhz pc5-44800, cl40, 1.25v, 288-pin no",13,87.94,P,kingston,,
mem ddr5 5600 pc5-44800,me8gkcp556us6,mem ram 8g kcp556us6 5.6g ddr5,1,27.08,P,kingston,,
mem ddr5 5600 pc5-44800,me8gkf556c40bf,"memoria kingston fury beast 8gb ddr5-5600mhz, pc5-44800, cl40, 1.25v, 288-pin, non-ec",8,27.64,P,kingston,,
mem ddr5 6000 pc5-48000,me16gpv60c30,"memoria patriot viper venom rgb ddr5, 16gb ddr5-6000mhz, pc5-48000, cl30, 1.35v[@@@]",10,44.97,P,patriot,,
mem ddr5 6000 pc5-48000,me16gpv60c30n,"memoria patriot viper venom ddr5, 16gb ddr5-6000mhz, pc5-48000, cl30, 1.35v[@@@]",6,39.8,P,patriot,,
mem ddr5 6000 pc5-48000,me16gpv60c42w,"memoria patriot viper elite 5 rgb ddr5, 16gb ddr5-6000mhz, pc5-48000, cl42, 1.35v[@@@",5,45.98,P,patriot,,
mem ddr5 6000 pc5-48000,me16kf560c36bbe,"memoria kingston fury beast 16gb ddr5-6000mhz, pc5-48000, cl36, 1.35v, 288-pin[@@@]",20,52.76,P,kingston,,
mem ddr5 6000 pc5-48000,me16kf560c36bbr,"memoria kingston fury beast 16gb ddr5-6000mhz, pc5-48000, cl36, 1.35v, 288-pin, rgb[@",1,57.94,P,kingston,,
mem ddr5 6000 pc5-48000,me16tf6000hc38w,"memoria teamgroup t-force delta rgb ddr5, 16gb (1x16gb) ddr5-6000mhz, cl38, 1.25v, bl",12,45.63,P,teamgroup,,
mem ddr5 6000 pc5-48000,me32kf560c30bba,mem ram 32g kf rgb 6.0g ddr5,8,103.01,P,kingston,,
mem ddr5 6000 pc5-48000,me32tf6000ecod5,"memoria teamgroup t-force vulcan eco ddr5, 32gb (2x16gb) ddr5-6000mhz, cl38, 1.25v, s",1,83.62,P,teamgroup,,
mem ddr5 6000 pc5-48000,me32tfvc6000hc3,"memoria teamgroup t-force vulcan ddr5 32gb (1 x 32gb) ddr5-6000mhz, cl38, 1.35v[@@@]",3,83.62,P,teamgroup,,
"mem flash, compact flash",mesdsqua4128g,micro sdxc 128gb,2,20.85,W,sandisk,,
"mem flash, secure digital",acktsdcg3128gb,"memoria flash microsdxc kingston canvas go! plus,128gb con adaptador sd.[@@@]rendimie",20,9.75,Y,kingston,,
"mem flash, secure digital",acktsdcg3256gb,"memoria flash microsdxc kingston canvas go! plus,256gb con adaptador sd.[@@@]rendimie",20,16.98,Y,kingston,,
"mem flash, secure digital",acktsdcg364gb,"memoria flash microsdxc kingston canvas go! plus,64gb con adaptador sd.[@@@]rendimien",11,6.42,Y,kingston,,
"mem flash, secure digital",acktsdcs2128gb,"memoria micro-sd kingston canvas select plus, 128gb, con adaptador sd[@@@]velocidad d",20,6.62,Y,kingston,,
"mem flash, secure digital",acktsdcs2256gb,"memoria micro-sd kingston canvas select plus, 256gb, sin adaptador sd[@@@]velocidad d",20,15.37,Y,kingston,,
"mem flash, secure digital",acktsdcs232gb,"memoria micro-sd kingston canvas select, 32gb, uhs-i speed class 1 (u1), con adaptado",20,3.12,Y,kingston,,
"mem flash, secure digital",acktsdcs264gb,"memoria micro-sd kingston canvas select, 64gb, uhs-i speed class 1 (u1), con adaptado",20,3.66,Y,kingston,,
"mem flash, secure digital",acktsds264gb,"memoria card sd kingston canvas select plus, 64 gb, uhs-i speed class 1 (u1).[@@@]vel",18,4.54,Y,kingston,,
"mem flash, secure digital",acsdcg3512gb,"memoria micro-sd kingston canvas go! plus, 512gb,con adaptador sd[@@@]velocidad de le",6,40.45,W,kingston,,
"mem flash, secure digital",acsdcs2512gb,"memoria micro-sd kingston canvas select plus, 512gb, con adaptador sd[@@@]velocidad d",20,32.15,D,kingston,,
"mem flash, secure digital",me32gbsdsqunr,"memoria flash sandisk ultra microsdhc, uhs-i, class10, 32gb, incluye adaptador sd.[@@",20,3.94,Y,sandisk,$3.07,R6413: Detalle de #PROMOCIONR6413
"mem flash, secure digital",me64gbsdsqunr,"memoria flash sandisk ultra microsdhc, uhs-i, class10, 64gb, incluye adaptador sd.[@@",20,5.85,Y,sandisk,,
"mem flash, usb drive",ac16gbusbcz50,"memoria flash sandisk cruzer blade, capacidad 16 gb, interfaz usb 2.0. presentación e",20,3.17,P,sandisk,$2.38,R6402: Detalle de #PROMOCIONR6402
"mem flash, usb drive",ac16gbusbcz50bl,"memoria flash usb sandisk cruzer blade, 16gb, usb2.0.[@@@]cruzer blade usb flash driv",15,3.1,F,sandisk,$2.38,R6409: Detalle de #PROMOCIONR6409
"mem flash, usb drive",ac16gbusbcz50gr,"memoria flash usb sandisk cruzer blade, 16gb, usb2.0.[@@@]cruzer blade usb flash driv",7,3.1,F,sandisk,$2.38,R6408: Detalle de #PROMOCIONR6408
"mem flash, usb drive",ac16gbusbcz50w,"memoria flash usb sandisk cruzer blade, 16gb, usb2.0.[@@@]",20,3.1,F,sandisk,$2.38,R6407: Detalle de #PROMOCIONR6407
"mem flash, usb drive",ac32gusbcz50b3,"memoria flash usb sandisk ultra shift, 32gb, usb 2.0 gen 1, color azul[@@@]",20,3.17,W,sandisk,,
"mem flash, usb drive",ac32gusbcz50b35,"memoria flash usb sandisk cruzer blade, 32gb, usb2.0, presentación en colgador.[@@@]",0,3.17,X,sandisk,$2.50,R6404: Detalle de #PROMOCIONR6404
"mem flash, usb drive",ac32gusbcz50b3g,usb sandisk 32gb cruzer verde,20,3.32,W,sandisk,,
"mem flash, usb drive",ac32gusbcz50b3p,usb sandisk 32gb cruzer rosado,20,3.27,W,sandisk,$2.49,R6411: Detalle de #PROMOCIONR6411
"mem flash, usb drive",ac64gbusbcz410,"memoria flash usb sandisk ultra shift, 64gb, usb 3.0.[@@@]",10,5.66,Y,sandisk,$3.32,R6406: Detalle de #PROMOCIONR6406
"mem flash, usb drive",acacbl9bwwa52,"memoria flash drive acer up300 32gb, usb 3.2 gen 1, color negro.[@@@]velocidad de lec",1,2.59,D,acer,,
"mem flash, usb drive",acacbl9bwwa56,acer up300 ufd 32gb usb 3.2,20,2.86,D,acer,,
"mem flash, usb drive",acc16gbsdcz50c, usb sandisk 16gb cruzer red,20,3.17,W,sandisk,$2.39,R6412: Detalle de #PROMOCIONR6412
"mem flash, usb drive",accacup20016gb,up200 ufd 16gb black usb 2.0,20,2.46,D,acer,,
"mem flash, usb drive",accacup20016gbw,up200 ufd 16gb white usb 2.0,20,2.46,D,acer,,
"mem flash, usb drive",accdtmc3g2128g,memoria flash kingston datatraveler micro unidad flash usb ultrapequeño con metal pre,13,10.15,W,kingston,,
"mem flash, usb drive",accdtmc3g2256g,memoria flash kingston datatraveler micro unidad flash usb ultrapequeño con metal pre,5,17.19,W,kingston,,
"mem flash, usb drive",accdtmc3g264gb,memoria flash kingston datatraveler micro unidad flash usb ultrapequeño con metal pre,17,6.38,W,kingston,,
"mem flash, usb drive",acckcu2l647lb,dtxm 64gb neon aqua blue,20,3.12,W,kingston,,
"mem flash, usb drive",acckcu2l647lg,dtxm 64gb neon green,20,3.12,W,kingston,,
"mem flash, usb drive",acckcu2l647ln,dtxm 64gb neon pink,20,3.12,W,kingston,,
"mem flash, usb drive",acckcu2l647lp,dtxm 64gb neon purple,20,3.12,W,kingston,,
"mem flash, usb drive",accsdcz410032g,"memoria flash usb sandisk ultra shift, 32gb, usb 3.2 gen 1, color lila[@@@]",18,3.88,W,sandisk,,
"mem flash, usb drive",accsdcz410128g,"memoria flash usb sandisk ultra shift usb 3.2 gen1, 128gb[@@@]",0,10.65,W,sandisk,$5.93,R6410: Detalle de #PROMOCIONR6410
"mem flash, usb drive",accup30016gb,"memoria flash usb acer up300, 16gb, interfaz: usb-c 3.2 gen 1, color negro[@@@]veloci",20,2.51,D,acer,,
"mem flash, usb drive",acdtduo3cg3128,memoria flash usb kingston 128gb datatraveler microduo 3c 200mb/s dual usb-a + usb-c[,7,10.75,D,kingston,,
"mem flash, usb drive",acdtduo3cg3256,memoria flash usb kingston 256gb datatraveler microduo 3c 200mb/s dual usb-a + usb-c[,6,17.39,D,kingston,,
"mem flash, usb drive",acdtse9g3128gb,dtse9g3 128gb usb 3.2 gen 1,5,9.03,D,kingston,,
"mem flash, usb drive",acdtse9g3256gb,dtse9g3 256gb usb 3.2 gen 1,4,17.09,D,kingston,,
"mem flash, usb drive",acdtse9g3512gb,dtse9g3 512gb usb 3.2 gen 1,8,27.14,D,kingston,,
"mem flash, usb drive",acdtxon256gb,"memoria flash usb kingston datatraveler exodia onyx 256gb, usb 3.2 gen 1, color negro",18,11.51,W,kingston,,
"mem flash, usb drive",ackcu2g647gb,"memoria flash usb kingston datatraveler exodia 64gb, usb 3.2 gen 1, color azul.[@@@]p",20,3.12,W,kingston,,
"mem flash, usb drive",ackcu2g647gr,"memoria flash usb kingston datatraveler exodia 64gb, usb 3.2 gen 1, color rojo.[@@@]p",20,3.12,W,kingston,,
"mem flash, usb drive",ackdtse9g364gb,dtse9g3 usb 3.2 gen 1 220mb/s,20,6.23,D,kingston,,
"mem flash, usb drive",ackdtxon128gb,"memoria flash usb kingston datatraveler exodia onyx, 128gb usb 3.2 gen 1, color negro",20,5.08,W,kingston,,
"mem flash, usb drive",acktdt70128gb,"memoria flash usb kingston datatraveler 70, 128gb, usb-c 3.2 gen1 presentación en col",14,5.03,Y,kingston,,
"mem flash, usb drive",acktdt7064gb,"memoria flash usb kingston datatraveler 70, 64gb,usb-c 3.2 gen1, presentación en colg",9,3.12,Y,kingston,,
"mem flash, usb drive",acktdtduo3cg346,"memoria flash usb kingston datatraveler microduo 3c, 64gb, usb 3.2 gen 1.[@@@]interfa",20,7.24,W,kingston,,
"mem flash, usb drive",acktdtkn128gb,"memoria flash usb kingston datatraveler kyson 128gb, usb 3.2 gen 1, color plata.[@@@]",5,8.34,Y,kingston,,
"mem flash, usb drive",acktdtkn64gb,"memoria flash usb kingston datatraveler kyson, 64gb, usb 3.2 gen 1, plata[@@@]present",20,5.18,Y,kingston,,
"mem flash, usb drive",acktdtx128gb,"memoria flash usb kingston datatraveler exodia 128gb, usb 3.2 gen 1, color amarillo.[",20,5.01,Y,kingston,,
"mem flash, usb drive",acktdtx256gb,"memoria flash usb kingston datatraveler exodia 256gb, usb 3.2 gen 1, color rojo.[@@@]",20,11.56,Y,kingston,,
"mem flash, usb drive",acktdtx64gb,"memoria flash usb kingston datatraveler exodia 64gb, usb 3.2 gen 1[@@@]presentación e",20,3.12,Y,kingston,,
"mem flash, usb drive",acktdtx64gbw,"memoria flash usb kingston datatraveler exodia, 64gb, usb 3.2 gen 1, blanco[@@@]prese",20,3.12,Y,kingston,,
"mem flash, usb drive",acktdtxm128gb,"memoria flash usb kingston datatraveler exodia m,128gb, usb 3.2 gen 1, rojo[@@@]prese",20,4.97,Y,kingston,,
"mem flash, usb drive",acktdtxm256gb,"memoria flash usb kingston datatraveler exodia m,256gb, usb 3.2 gen 1, azul[@@@]prese",7,12.05,Y,kingston,,
"mem flash, usb drive",acktdtxm64gb,"memoria flash usb kingston datatraveler exodia m,64gb, usb 3.2 gen 1, azul[@@@]presen",20,3.12,Y,kingston,,
"mem flash, usb drive",acktdtxon64gb,"memoria flash usb kingston datatraveler exodia onyx, 64gb, usb 3.2 gen 1, color negro",20,3.12,W,kingston,,
"mem flash, usb drive",acsdcz73016gg46,memoria flash sandisk 16gb ultra flair usb 3.0.[@@@],9,4.67,D,sandisk,,
"mem flash, usb drive",acsdcz73064ggg4,memoria flash sandisk 64gb ultra flair usb 3.0.[@@@],1,8.69,D,sandisk,,
"mem flash, usb drive",acsdcz73128gg46,memoria flash sandisk 128gb ultra flair usb 3.0.[@@@],3,14.57,D,sandisk,,
mem sodimm ddr3 1600,me8gkvr16ls118w,"memoria kingston kvr16ls11/8wp, 8gb, ddr3l sodimm, 1600 mhz cl-11, 1.35v[@@@]",2,25.33,P,kingston,,
mem sodimm ddr4 2666,me4ghp7eh97aa,"memoria so-dimm hp s1 series, 4gb ddr4 2666 mhz, cl-19, 1.2v[@@@]",2,9.6,P,hp memorias ram,,
mem sodimm ddr4 2666,me4gkvr26s19s64,"memoria kingston kvr26s19s6/4, 4gb, ddr4, so-dimm, 2666 mhz, cl19, 1.2v.[@@@]",1,14.32,P,kingston,,
mem sodimm ddr4 3200,me16ghp2e2m732,"memoria so-dimm hp s1 series, 16gb ddr4 3200 mhz,cl-22, 1.20v, 260-pin[@@@]",16,27.94,P,hp memorias ram,,
mem sodimm ddr4 3200,me16gkf432s2ib2,"memoria sodimm kingston hyper impact, 16gb, ddr4 3200 mhz, pc4-25600, cl20, 1.2v.[@@@",20,29.3,P,kingston,,
mem sodimm ddr4 3200,me16gkvr32s22s8,"memoria sodimm kingston kvr32s22s8/16, 16gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-e",20,25.83,P,kingston,,
mem sodimm ddr4 3200,me16kcp432sd8,mem ram 16g kcp 3.20g sod ddr4,3,30.5,P,kingston,,
mem sodimm ddr4 3200,me16kcp432ss816,"memoria sodimm kingston kcp432ss8/16, 16gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-ec",16,31.66,P,kingston,,
mem sodimm ddr4 3200,me32gkcp432sd8,"memoria sodimm kingston, 32gb ddr4-3200mhz pc4-25600, cl22, 1.2v, 260-pin, non-ecc[@@",20,58.49,P,kingston,,
mem sodimm ddr4 3200,me8ghp2e2m5aa,"memoria so-dimm hp s1 series, 8gb ddr4 3200 mhz, cl-22, 1.2v[@@@]",14,14.27,P,hp memorias ram,,
mem sodimm ddr4 3200,me8gkcp432ss68,"memoria sodimm kingston kcp432ss6/8, 8gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-ecc.",6,16.98,P,kingston,,
mem sodimm ddr4 3200,me8gkf432s20ib,"memoria sodimm kingston fury impact, 8gb, ddr4, 3200 mhz, pc4-25600, cl20, 1.2v.[@@@]",16,16.48,P,kingston,,
mem sodimm ddr4 3200,me8gkvr32s22s68,"memoria sodimm kingston kvr32s22s6/8, 8gb, ddr4-3200mhz, cl22, 1.2v, 260-pin, non-ecc",20,14.57,P,kingston,,
mem sodimm ddr5 4800,me16gkf548s38ib,"memoria so-dimm kingston fury impact 16gb ddr5-4800mhz, pc5-38400, cl38, 1.1v, 262-pi",7,41.15,P,kingston,,
mem sodimm ddr5 5600,me16gkf556s40ib,"memoria so-dimm kingston fury impact 16gb ddr5-5600mhz, pc5-44800, cl40, 1.1v, 262-pi",8,47.13,P,kingston,,
mem sodimm ddr5 5600,me16kcp556ss85,"memoria so-dimm kingston 16gb ddr5-5600mhz, pc5-44800, cl46, 1.1v, 262-pin, non-ecc[@",16,42.41,P,kingston,,
mem sodimm ddr5 5600,me16kvr56s46bs8,mem ram 16g kvr sod 5.60g ddr5,10,43.97,P,kingston,,
mem sodimm ddr5 5600,me32kcp556sd8,"memoria so-dimm kingston 32gb ddr5-5600mhz, pc5-44800, cl46, 1.1v, 262-pin, non-ecc[@",5,90.35,P,kingston,,
mem sodimm ddr5 5600,me32kvr56s46bd8,"memoria so-dimm kingston 32gb ddr5-5600mhz, pc5-44800, cl46, 1.1v, 262-pin, non-ecc[@",11,85.93,P,kingston,,
merchandising,accampliftvcel,tv amplificar 3d para celular,20,15.08,D,deltron,,
merchandising,accbot600ml,botella 600ml deltron blue,20,50.25,Z,deltron,,
merchandising,accminventdel,ventilador portatil deltron,20,10.05,Z,deltron,,
merchandising,acpinepson,pin logo epson,20,9.05,Z,deltron,,
merchandising,acpoloadvcuello,polo advance con cuello azul,0,20.1,Z,deltron,,
merchandising,acpoloepscuello,polo epson con cuello negro,20,19.1,Z,deltron,,
merchandising,acpololencuello,polo lenovo con cuello azul,0,20.1,Z,deltron,,
merchandising,acpolotecuello,polo teros con cuello rojo,0,20.1,Z,deltron,,
merchandising,zzbolsabd,bolsa gd,20,0.06,Z,zz otras marcas,,
merchandising,zzfundasimp,fundas promo quanta,1,2.01,,epson,,
merchandising,zzmsix700003,presenter microsoft,14,1004.0,Z,microsoft oem,,
merchandising,zzpolo1epson,polos epson,14,19.1,Z,epson,,
merchandising,zzpolobtsepson,polos epson back to school,0,669.33,Z,epson,,
merchandising,zzpolocamiseros,polos camiseros samsung negro,0,7815.89,Z,samsung,,
merchandising,zzresaltadoreps,resaltador epson,20,1004.0,Z,epson,,
merchandising,zzzpolopurpwd,merch polo purple (wd),0,1004.0,Z,western digital,,
merchandising,zzzpoloredwd,merch polo red (wd),0,9999999.99,Z,western digital,,
monitor curvo 23,mon238cte2401s,"monitor curvo teros te-2401s, 23.8 fhd va, hdmi,vga[@@@]el monitor curvo teros te-24",0,75.38,P,teros,$70.00,R7094: Detalle de #PROMOCIONR7094; R6504: PROMO(6+1) POR LA COMPRA DE MON TE 24 FHD 100HZ 5MS CURVO
monitor curvo 23,mon238cte2402s,"monitor curvo teros te-2402s, 23.8 fhd va, hdmi,vga[@@@]el monitor curvo teros te-24",0,79.4,P,teros,,R6814: GRATIS(MON TE 24  FHD 100HZ 5MS CURVO) POR L COMPRA DE  (5UN) MON238CTE2402S
monitor curvo 27,mon27cte2731s,"monitor curvo teros te-2731s, 27 fhd va, hdmi, vga[@@@]el monitor curvo teros te-273",20,98.49,P,teros,,R6760: GRATIS (MOUSE+ TECLADO+ MOCHILA ) A TAN SOLO $98+IGV POR LA COMPRA DE MON TE 27 CURVO; R6481: PROMO 10+1- POR LA COMPRA DE MON TE 27 FHD 100HZ CURVO
monitor curvo 27,monsmlc27f391fh,"monitor samsung lc27f391fhnxza, 27 va curvo, 1920x1080 fhd, hdmi / vga / audio.[@@@]",5,118.59,W,samsung,,
monitor curvo 31.5,mon315cte3250s,"monitor curvo teros te-3250s, 31.5 2k qhd va, hdmi, dp[@@@]el monitor curvo teros te",0,170.85,P,teros,$155.00,R6290: Detalle de #PROMOCIONR6290
