CATEGORÍA,CÓDIGO,DESCRIPCIÓN,STOCK,PRECIO DÓLARES,GARANTÍA,MARCA,PROMOCIÓN,DETALLE PROMOCIÓN
cpu ci7 13xxx s1700,cpili713700f,"procesador intel core i7-13700f 2.10/5.20ghz 30mbsmartcaché lga1700, 65w, intel 7(10n",16,300.5,W,intel corp,,
cpu ci7 14xxx s1700,cpili714700k,"procesador intel core i7-14700k 3.40/5.60ghz, 33 mb intel smart caché, lga1700, 125w/",6,357.28,W,intel corp,,
cpu ci7 14xxx s1700,cpili714700kf,"procesador intel core i7-14700kf 3.40/5.60ghz, 33mb intel smart caché, lga1700, 125w/",6,333.16,W,intel corp,,
cpu ci9 12xxx s1700,cpili912900k,"procesador intel core i9-12900k 3.20 / 5.10ghz, 30mb caché l3, lga1700, 125w, 10 nm.[",1,393.96,W,intel corp,,
cpu ci9 12xxx s1700,cpili912900kf,"procesador intel core i9-12900kf 3.20 / 5.10ghz, 30mb caché l3, lga1700, 125w, 10 nm.",2,362.7,W,intel corp,,
cpu ci9 14xxx s1700,cpili914900k,"procesador intel core i9-14900k 3.20/6.00ghz, 36 mb intel smart caché, lga1700, 125w/",7,486.42,W,intel corp,,
cpu ci9 14xxx s1700,cpili914900kf,"procesador intel core i9-14900kf 3.20/6.00ghz, 36mb intel smart caché, lga1700, 125w/",10,465.32,W,intel corp,,
cpu ci9 14xxx s1700,cpiti914900k,"procesador intel core i9-14900k 3.20/6.00ghz, 36 mb intel smart caché, lga1700, 125w/",5,486.42,F,intel latam,,
cpu ci9 14xxx s1700,cpiti914900kf,"procesador intel core i9-14900kf 3.20/6.00ghz, 36mb intel smart caché, lga1700, 125w/",5,465.32,F,intel latam,,
cpu cu5 2xx s1851,cpilu5245k,"procesador intel core ultra 5 245k 4.20/5.20ghz, 24 mb intel smart caché, lga1851[@@@",6,313.56,W,intel corp,,
cpu cu5 2xx s1851,cpilu5245kf,"procesador intel core ultra 5 245kf 4.20/5.20ghz,24 mb intel smart caché, lga1851[@@@",2,296.37,P,intel corp,,
cpu cu7 2xx s1851,cpilu7265k,"procesador intel core ultra 7 265k 3.90/5.50ghz, 30 mb intel smart caché, lga1851[@@@",9,358.79,P,intel corp,,
cpu cu7 2xx s1851,cpilu7265kf,"procesador intel core ultra 7 265kf 3.90/5.50ghz,30 mb intel smart caché, lga1851[@@@",11,340.7,P,intel corp,,
cpu cu9 2xx s1851,cpilu9285k,"procesador intel core ultra 9 285k 3.70/5.70ghz, 36 mb intel smart caché, lga1851[@@@",3,597.98,P,intel corp,,
cpu pentium s1200 gxxxx,cpilg6405,"procesador intel pentium® gold 4.10ghz 4mb smartcache lga1200, 58w, 10nm[@@@]incluye ",0,64.82,W,intel corp,,
disco duro 3.5 sata,hdist1000dm014,"disco duro seagate barracuda st1000dm014, 1tb, sata 6.0 gbps, 7200rpm, 256mb cache, 3",20,52.76,D,seagate,$45.50,R6687: Detalle de #PROMOCIONR6687
disco duro 3.5 sata,hdist1000vm002,"disco duro seagate pipeline hd, 1tb, sata 6.0 gb/s, 5900 rpm, 3.5, pull.[@@@]<b>pull ",13,20.5,C,seagate,,R7219: Llevalo a $19.00!! Comprando (20) HD SEA 1TB 3.5   5900RPM PULL (Monto Total $380.00+IGV)
disco duro 3.5 sata,hdist2000dm008,"disco duro seagate barracuda st2000dm008, 2tb, sata 6.0 gbps, 7200 rpm, 3.5.[@@@]",12,61.81,E,seagate,$54.50,R6680: Detalle de #PROMOCIONR6680
disco duro 3.5 sata,hdist2000vx017,"disco duro seagate skyhawk, st2000vx017, 2tb, sata 6gb/s, 256mb cache, 3.5[@@@]",0,66.33,P,seagate,$51.00,R6672: Detalle de #PROMOCIONR6672
disco duro 3.5 sata,hdist4000vx016,"disco duro seagate skyhawk, st4000vx016, 4tb, sata 6gb/s, 256mb cache, 3.5[@@@]",1,102.01,P,seagate,$79.50,R6679: Detalle de #PROMOCIONR6679
disco duro 3.5 sata,hditos3002tb,"disco duro toshiba surveillance s300, 2tb sata 6.0gb/s, 5400rpm, 128mb cache, 3.5.[@",19,48.94,P,toshiba - storage,,
disco duro 3.5 sata,hditowt860uzsva,"disco duro toshiba surveillance s300, 6tb sata 6.0gb/s, 5400rpm, 256mb cache, 3.5.[@",11,121.61,P,toshiba - storage,,
disco duro 3.5 sata,hdiwd102purp,"disco duro western digital wd purple pro 10tb, sata, 512mb cache, 7200 rpm, 3.5.[@@@",6,304.52,S,western digital,$245.00,R5844: Detalle de #PROMOCIONR5844
disco duro 3.5 sata,hdiwd10earz,"disco duro western digital wd10earz, 1tb, sata 6gb/s, 3.5 5400rpm, cache 64mb[@@@]",0,41.21,D,western digital,,
disco duro 3.5 sata,hdiwd11purz,"disco duro western digital wd purple, 1tb, sata 6.0 gb/s, 5400 rpm, 64mb cache, 3.5.",20,49.85,P,western digital,$45.10,R5837: Detalle de #PROMOCIONR5837
disco duro 3.5 sata,hdiwd122purp,"disco duro western digital wd purple pro 12tb, sata, 512mb cache, 7200 rpm, 3.5.[@@@",12,320.09,F,western digital,$269.50,R5843: Detalle de #PROMOCIONR5843
disco duro 3.5 sata,hdiwd23purz,"disco duro western digital wd purple, 2tb, sata 6.0 gb/s, 64mb cache, 5400 rpm, 3.5.",20,58.79,P,western digital,$54.50,R5838: Detalle de #PROMOCIONR5838
disco duro 3.5 sata,hdiwd43purz,"disco duro western digital wd purple, 4tb, sata 6.0 gb/s, 256mb cache, 5400 rpm, 3.5",20,84.32,P,western digital,$83.35,R5839: Detalle de #PROMOCIONR5839
disco duro 3.5 sata,hdiwd60efpx,"disco duro western digital red plus wd60efpx, 6tb, sata, 5400rpm, 3.5, cache 256mb[@",5,172.86,P,western digital,$144.50,R5840: Detalle de #PROMOCIONR5840
disco duro 3.5 sata,hdiwd8002purp,"disco duro western digital purple pro, 8 tb, sata, 256mb cache, 7200rpm, 3.5[@@@]",3,216.58,P,western digital,$200.00,R5848: Detalle de #PROMOCIONR5848
disco duro 3.5 sata,hdtowt840uzsva,"disco duro toshiba surveillance s300, 4tb sata 6.0gb/s, 5400rpm, 256mb cache, 3.5.[@",4,76.88,P,toshiba - storage,,
disco duro externo,hd4tbto440xk3aa,"disco duro externo toshiba canvio basics, 4tb, usb 3.0.[@@@].....",20,96.38,W,toshiba - storage,,
disco duro externo 2.5,hd1tbtohdtb410,"disco duro externo toshiba canvio basics, 1 tb, usb 3.0, 2.5, negro.[@@@]",20,45.33,D,toshiba - storage,,
disco duro externo 2.5,hde01twdbuzg1bk,"disco duro externo western digital elements portable, 1 tb, usb 3.0, negro.[@@@]",3,49.75,F,western digital,$46.00,R6065: Detalle de #PROMOCIONR6065
disco duro externo 2.5,hde02twdbu6y2bk,"disco duro externo western digital elements portable, 2 tb, usb 3.0, negro.[@@@]",5,60.1,F,western digital,$57.80,R6069: Detalle de #PROMOCIONR6069
disco duro externo 2.5,hde2tbtohdtb420,"disco duro externo toshiba canvio basic, 2tb, usb3.0, 2.5, negro.[@@@]",20,60.2,D,toshiba - storage,,
disco duro externo 2.5,hdewdbu6y0040bb,"disco duro externo western digital elements portable, 4 tb, usb 3.0, negro.[@@@]",2,99.5,F,western digital,$95.00,R6066: Detalle de #PROMOCIONR6066
"disco duro, accesorios",acssdktsnabr235,"bracket kingston sna-br2/35 de 2.5 a 3.5, con tornillos.[@@@]",4,1.41,W,kingston,,
disco solido externo(ssd),ssdacktxsr13p,"xs ssd kingston rubber sleeve 3-pack (black, blue, orange)[@@@]paquete de 3 fundas de",8,8.54,3,kingston,,
disco solido externo(ssd),ssdhp1f5p4aa,"unidad de estado solido externo (ssd) portatil hpp500, 1tb, usb-c 3.2 gen 1, color ne",2,74.37,Y,hp consumo storage,,
disco solido externo(ssd),ssdhp1f5p6aa,"unidad de estado solido externo (ssd) portatil hpp500, 1tb, usb-c 3.2 gen 1, color az",2,74.37,Y,hp consumo storage,,
disco solido externo(ssd),ssdhp1f5p7aa,"unidad de estado solido externo (ssd) portatil hpp500, 1tb, usb-c 3.2 gen 1, color pl",2,74.37,Y,hp consumo storage,,
disco solido externo(ssd),ssdktxs10001tb,"unidad en estado sólido externa kingston xs1000, 1tb, usb 3.2 gen 2 tipo-c[@@@]veloci",20,60.5,I,kingston,,
disco solido externo(ssd),ssdktxs10002tb,"unidad en estado sólido externa kingston xs1000, 2tb, usb 3.2 gen 2 tipo-c[@@@]veloci",20,96.08,I,kingston,,
disco solido externo(ssd),ssdktxs1000r1tb,"unidad en estado sólido externa kingston xs1000, 1tb, usb 3.2 gen 2 tipo-c, color roj",4,61.81,S,kingston,,
disco solido externo(ssd),ssdktxs1000r2tb,"unidad en estado sólido externa kingston xs1000, 2tb, usb 3.2 gen 2 tipo-c, color roj",4,99.14,S,kingston,,
disco solido externo(ssd),ssdktxs20001000,"unidad en estado sólido externa kingston xs2000, 1tb, usb 3.2 gen 2x2 tipo-c[@@@]velo",20,83.21,S,kingston,,
disco solido externo(ssd),ssdktxs20002000,"unidad en estado sólido externa kingston xs2000, 2tb, usb 3.2 gen 2x2 tipo-c[@@@]velo",11,132.56,S,kingston,,
disco solido externo(ssd),ssdktxs20004000,"unidad en estado sólido externa kingston xs2000, 4tb, usb 3.2 gen 2x2 tipo-c[@@@]velo",5,253.26,S,kingston,,
disco solido externo(ssd),ssdwdelement2tb,"disco duro externo western digital elements se ssd portatil, 2tb, usb 3.0.[@@@]",5,149.75,W,western digital,,
dvd-writer,mmasdrw24f1st,dvd rw sata asus 24xdrw-24f1st sin logo[@@@],20,16.98,D,asus,,"R6198: Combo (1) Asus RTX5070Ti OC TUF + (10) Opticos Asus, desde: $1308+"
dvd-writer sata,mmcrdvdgh24nsd1,"dvd supermulti lg gh24nsd1, 24x, interno, sata.[@@@]formatos soportados: dvd-r (sl/dl",20,11.96,W,lg electronics,,
energia r - panel solar,erpste7201n,"panel solar portátil teros te-7201n, 30 w[@@@]aprovecha la energía solar con el panel",0,49.25,D,teros,$40.90,R6465: Detalle de #PROMOCIONR6465
estabilizador de tension,psapclsw500ind,"regulador de voltaje automatico apc line-r 500va,3 salidas universales, 230v[@@@]regu",7,19.1,W,apc american power conver,,
estabilizador de tension,psstie1042,"estabilizador elise ieda poder safe lcr10-4.5%, solido, 1kva, 220v.[@@@]presentación ",11,53.27,W,elise,,
estabilizador de tension,psstie1042s,"estabilizador elise - fase fes-10, sólido, 1.0kva, 220v, 4 tomas a 220v, 1 toma a 110",20,31.16,W,elise,,
estabilizador de tension,psstie1042xs-n,"estabilizador elise - fase fxe-10, sólido, 1.0kva, 4 tomas a 220vac, 1 toma by-pass.[",20,31.16,W,elise,,
estabilizador de tension,psstie2042,"estabilizador elise ieda poder lcr20-4.5%, solido, 2.0kva, 220v, 4 tomas a 220vac.[@@",1,119.6,W,elise,,
estabilizador de tension,psstie30,"estabilizador elise ieda poder lcr30-4.5%, solido, 3.0kva, 220v, 6 conectores de sali",3,136.18,W,elise,,
estabilizador de tension,psstr2cavr1008i,"regulador de voltaje cdp r2c-avr1008i, 1000va/500w, 170-270 vac.[@@@]4 tomas con prot",7,11.06,W,cdp chicago digital power,,
estabilizador de tension,psstr2cavr1008t,"regulador de voltaje cdp r2cu-avr1008i, 1000va / 500w, 170-270 vac.[@@@]4 tomas con a",20,13.97,W,cdp chicago digital power,,
estabilizador de tension,psstravr2408ip,"regulador de voltaje cdp r-avr 2408i, 2400va, 1800w, 220v, 8 tomacorrientes.[@@@]sali",1,38.19,W,cdp chicago digital power,,
estabilizador de tension,psstrcavr1808ip,"regulador de voltaje cdp rc-avr pro 1808i, 1800va, 1000w, 220v, 8 tomacorrientes.[@@@",12,19.2,W,cdp chicago digital power,,
estabilizador de tension,psstruavr604i,"regulador de voltaje cdp ru-avr604i, 600va/300w, 170-270 vac.[@@@]boton on/off, entra",6,12.26,W,cdp chicago digital power,,
fan cooler cpu,accpute8161n,"cooler para procesador teros te-8161n, intel, tdp90w máx, aire[@@@]cooler de procesad",17,5.01,D,teros,,R6782: GRATIS(MOUSE PAD STD TE3011 BK)POR LA COMPRA DE COOLER PARA CPU TE-8161N AIRE
fan cooler cpu,accpute8162n,"cooler para procesador teros te-8162n, intel y amd, tdp 150w máx, aire[@@@]cooler de ",19,15.08,D,teros,,R6785: GRATIS(MOUSE STD USBTE1222) POR LA COMPRA DE COOLER PARA CPU TE-8162N AIRE
"imagenes, accesorios disp",accte9062w,"ecran teros te-9062w , 1.92 x 1.92 mts, 4:3 , blanco mate[@@@]mejora tus presentacion",10,30.15,D,teros,,
"imagenes, accesorios disp",accte9063w,"ecran con tripode teros te-9063w, 1.56 x 1.17 metros, 4:3 (80), blanco mate.[@@@]pre",20,24.12,D,teros,,
"imagenes, escaner de",msepds530ii,"escáner de documentos epson ds-530 ii, usb 3.0 dealta velocidad.[@@@]el escáner a col",2,361.8,W,epson,,
"imagenes, escaner de",msepds770ii,"escáner de documentos epson ds-770 ii usb 3.0 de alta velocidad, sensor optico color ",1,522.6,W,epson,,
"imagenes, proyector",mmvdephf52,"proyector epson powerlite fh52+ inalambrico portatil, fhd (1920x1080)[@@@]tecnología ",3,922.59,W,epson,,
"imagenes, proyector",mmvdeppl118,"proyector powerlite 118 3lcd xga, hdmi x2, vga x2, lan (rj-45), usb[@@@]sistema de pr",11,526.62,W,epson,,
"imagenes, proyector",mmvdeppw52,"proyector powerlite w52+ wxga 3lcd, inalambrico hdmi x1, vga x1, parlante monoaural: ",4,737.67,W,epson,,
"imagenes, proyector",mmvdepx49,"proyector epson powerlite x49, 3600 lúmenes, 1024x768, xga, parlante monoaural: 5w x ",18,507.53,W,epson,$485.00,R7129: Detalle de #PROMOCIONR7129
"imagenes, scan/cod/barras",accadv6012n,"escaner de plataforma adv-6012 , lector de códigoqr y código de barras.[@@@]el escáne",6,42.21,D,advance computer corp,$34.00,R6856: Detalle de #PROMOCIONR6856
"imagenes, scan/cod/barras",accadv6013n,"escáner de codigo de barras 1d y 2d wireless advance adv-6013, 2.4g ,incluye reposado",20,39.2,D,advance computer corp,,R6857: Llevate  3 Escaner ADV-6013N a un super precio $31.00 +IGV C/U
impresora laser/led,prhp111a,"impresora hp laserjet m111a, imprime / usb 2.0[@@@]velocidad de impresión en negro: a",3,90.45,W,hp comercial,$82.00,R7279: Detalle de #PROMOCIONR7279
impresora laser/led,prhp111w,"impresora hp laserjet monocromatica m111w, imprime/wi-fi/wi-fi direct/bluetooth/usb 2",10,100.5,W,hp comercial,$88.00,R7280: Detalle de #PROMOCIONR7280
impresora multifun laser,prhplj4003dw,"impresora monocromatica hp laserjet pro 4003dw, imprime/usb 2.0/lan/wlan/bt/wi-fi dir",1,323.61,W,hp comercial,$287.00,R7282: Detalle de #PROMOCIONR7282
impresora multifun laser,prhpljmfp4103fd,"impresora monocromatica hp laserjet pro mfp 4103fdw, imprime/copia/escanea/fax/usb 2.",2,396.98,W,hp comercial,$351.00,R7284: Detalle de #PROMOCIONR7284
impresora termica,pradv7011n,"impresora termica inalámbrica advance adv-7011, velocidad de impresion 90 mm/seg.[@@@",20,38.19,D,advance computer corp,,R6846: Llevate  3 Impresoras ADV-7011N a un super precio $35.00 +IGV C/U
impresora termica,pradv8010n,"impresora termica advance adv-8010, velocidad de impresion 300 mm/seg ,usb+lan[@@@]im",0,81.41,D,advance computer corp,,R6845: Llevate  4 Impresoras ADV-8010N a un super precio $72.00 +IGV C/U
"impresora, accesorios de",praccableusb2hp,cable usb 2.0 para impresora,20,0.8,C,deltron,,
mb ci9 s1200 ddr4,mbash510m-kr20,"motherboard asus prime h510m-k r2.0 chipset intelh470, lga1200, micro atx[@@@]soporta",20,57.49,P,asus,$54.58,R6925: Detalle de #PROMOCIONR6925
mb ci9 s1200 ddr4,mbgbh410mhv2g11,"motherboard gigabyte h410m h v2 (rev. 1.0) chipset intel h470, lga1200, micro atx[@@@",0,59.5,P,gigabyte,,
mb ci9 s1200 ddr4,mbgbh510mkv2,"motherboard gigabyte h510m k v2, chipset intel h470, lga1200, matx[@@@]soporta proces",20,57.03,P,gigabyte,,
mb ci9 s1200 ddr4,mbmsh510m-bpro,"motherboard msi pro h510m-b chipset intel h470, lga1200, hdmi, vga, matx[@@@]soporta ",4,53.77,P,msi,,
mb ci9 s1200 ddr4,mbmsh510mbproii,"motherboard msi pro h510m-b ii chipset intel h470, lga1200, hdmi, vga, matx[@@@]sopor",20,53.52,P,msi,,
mb ci9 s1200 ddr4,mbmxh510m-h,"motherboard maxsun challenger h510m-h, chipset intel h470, lga1200, micro atx[@@@]sop",6,52.76,F,maxsun,,
mb ci9 s1700 ddr4,mbarb660m-hdv,"motherboard asrock b660m-hdv, chipset intel b660,lga1700, matx[@@@]soporta procesador",6,76.28,P,asrock,,
mb ci9 s1700 ddr4,mbarb660mprors,"motherboard asrock b660m pro rs, chipset intel b660, lga1700, matx[@@@]soporta proces",6,91.66,P,asrock,,
mb ci9 s1700 ddr4,mbarh610mac,"motherboard asrock h610m/ac, chipset intel h610, lga1700, matx[@@@]soporta procesador",8,75.73,P,asrock,,
mb ci9 s1700 ddr4,mbasb760m-ad4,"motherboard asus prime b760m-a d4, chipset intel b760, lga1700, matx[@@@]soporta proc",20,94.47,P,asus,,
mb ci9 s1700 ddr4,mbgbb760md3hpd4,"motherboard gigabyte b760m d3hp ddr4, chipset intel b760, lga1700, matx[@@@]soporta p",20,90.35,P,gigabyte,,
mb ci9 s1700 ddr4,mbgbb760mds3hax,"motherboard gigabyte b760m ds3h ax ddr4 (rev. 1.0), chipset intel b760, lga1700, matx",0,124.12,P,gigabyte,,
mb ci9 s1700 ddr4,mbgbb760mkddr4,"motherboard gigabyte b760m k ddr4 (rev. 1.0), chipset intel b760, lga1700, matx[@@@]s",0,80.3,P,gigabyte,,
mb ci9 s1700 ddr4,mbgbh610mkd4,"motherboard gigabyte h610m k ddr4 (rev. 1.0) chipset intel h610, lga1700, micro atx[@",20,62.56,P,gigabyte,,
mb ci9 s1700 ddr4,mbmsb760-pd4ii,"motherboard msi pro b760-p ddr4 ii, chipset intelb760, lga1700, hdmi, dp, atx.[@@@]so",3,105.42,P,msi,,
mb ci9 s1700 ddr4,mbmsb760m-ed4,"motherboard msi pro pro b760m-e ddr4, chipset intel b760, lga1700, hdmi, vga, matx.[@",0,75.88,P,msi,,
mb ci9 s1700 ddr4,mbmsb760m-pddr4,"motherboard msi pro b760m-p ddr4, chipset intel b760, lga1700, hdmi, dp, vga, matx.[@",3,89.34,P,msi,,
mb ci9 s1700 ddr4,mbmxb760m-f,"motherboard maxsun challenger b760m-f, chipset intel b760, lga1700, matx[@@@]soporta ",10,72.26,F,maxsun,,
mb ci9 s1700 ddr4,mbmxh610m-d,"motherboard maxsun challenger h610m-d, chipset intel h610, lga1700, matx[@@@]soporta ",16,57.18,F,maxsun,,
mb ci9 s1700 ddr4 gaming,mbarb760mpgln4,"motherboard asrock b760m pg lightning/d4, chipsetintel b760, lga1700, matx[@@@]soport",11,92.96,P,asrock,,
mb ci9 s1700 ddr4 gaming,mbgbb760mgpd4,"motherboard gigabyte b760m gaming plus wifi ddr4,chipset intel b760, lga1700, matx[@@",3,103.41,P,gigabyte,,
mb ci9 s1700 ddr4 gaming,mbmsb760thkwfd4,"motherboard msi mag b760 tomahawk wifi ddr4, chipset intel b760, lga1700, atx[@@@]sop",1,194.47,P,msi,,
mb ci9 s1700 ddr5,mbasb760m-acsm,"motherboard asus prime b760m-a-csm, chipset intelb760, lga1700, micro atx[@@@]soporta",20,110.45,P,asus,$100.90,R6926: Detalle de #PROMOCIONR6926
mb ci9 s1700 ddr5,mbasq670m-ccsm,"motherboard asus pro q670m-c-csm, chipset intel q670, lga1700, matx[@@@]soporta proce",0,180.8,P,asus,,
mb ci9 s1700 ddr5,mbgbb760md3hpd5,"motherboard gigabyte b760m d3hp, chipset intel b760, lga1700, micro atx[@@@]soporta p",20,94.37,P,gigabyte,,
mb ci9 s1700 ddr5,mbmsb760m-e,"motherboard msi pro b760m-e, chipset intel b760, lga1700, hdmi, vga, matx[@@@]soporta",2,96.98,P,msi,,
mb ci9 s1700 ddr5,mbmsb760m-pddr5,"motherboard msi pro b760m-p, chipset intel b760, lga1700, hdmi, dp, vga, matx[@@@]sop",8,105.42,P,msi,,
mb ci9 s1700 ddr5,mbmxb760m-nd5v2,"motherboard maxsun challenger b760m-n d5, chipsetintel b760, lga1700, matx[@@@]soport",6,76.58,F,maxsun,,
mb ci9 s1700 ddr5 gaming,mbasb760fgmgwf,"motherboard asus rog strix b760-f gaming wifi, chipset intel b760, lga1700, atx[@@@]s",1,256.28,P,asus,,
mb ci9 s1700 ddr5 gaming,mbasz790fgmgwf2,"motherboard asus rog strix z790-f gaming wifi ii,chipset intel z790, lga1700, atx[@@@",4,294.36,P,asus,,
mb ci9 s1700 ddr5 gaming,mbmsb760gmgpwf,"motherboard msi b760 gaming plus wifi, chipset intel b760, lga1700, hdmi, dp, atx[@@@",10,154.27,P,msi,,
mb ci9 s1700 ddr5 gaming,mbmsb760mgmgpwf,"motherboard msi b760m gaming plus wifi, chipset intel b760, lga1700, hdmi, dp, matx[@",5,144.22,P,msi,,
mb ci9 s1700 ddr5 gaming,mbmsb760thkwfd5,"motherboard msi mag b760 tomahawk wifi, chipset intel b760, lga1700, hdmi, dp, atx[@@",4,196.88,P,msi,,
mb ci9 s1700 ddr5 gaming,mbmsz790gmgplwf,"motherboard msi z790 gaming plus wifi, chipset intel z790, lga1700, hdmi, dp, atx[@@@",1,235.07,P,msi,,
mb ci9 s1700 ddr5 gaming,mbmsz790thkmxwf,"motherboard msi mag z790 tomahawk max wifi, chipset intel z790, lga1700, hdmi, dp, at",1,286.32,P,msi,,
mb cu9 s1851 ddr5,mbarz890pro-a,"motherboard asrock z890 pro-a, chipset intel z890, lga 1851, hdmi, dp, atx[@@@]soport",2,209.04,P,asrock,,
mb cu9 s1851 ddr5,mbasz890-pwifi,"motherboard asus prime z890-p wifi, chipset intelz890, lga 1851, hdmi, dp, atx[@@@]so",2,247.13,P,asus,,
mb cu9 s1851 ddr5,mbmsz890-pwifi,"motherboard msi pro z890-p wifi, chipset intel z890, lga 1851, hdmi, dp, atx[@@@]sopo",3,241.2,P,msi,,
mb cu9 s1851 ddr5,mbmsz890-swifiw,"motherboard msi pro z890-s wifi white, chipset intel z890, lga 1851, hdmi, dp, atx[@@",2,240.7,P,msi,,
mb cu9 s1851 ddr5 gaming,mbasb860m-plwf,"motherboard asus tuf gaming b860m-plus wifi, chipset intel b860, lga 1851, hdmi, dp, ",1,202.51,P,asus,,
mb cu9 s1851 ddr5 gaming,mbastufz890-pwf,"motherboard asus tuf gaming z890-plus wifi, chipset intel z890, lga 1851, hdmi, dp, a",2,307.53,P,asus,,
mb cu9 s1851 ddr5 gaming,mbasz890-agmgwf,"motherboard asus rog strix z890-a gaming wifi, chipset intel z890, lga 1851, hdmi, dp",2,386.93,P,asus,,
mb cu9 s1851 ddr5 gaming,mbasz890prowifi,"motherboard asus tuf gaming z890-pro wifi, chipset intel z890, lga 1851, hdmi, dp, at",2,319.59,P,asus,,
mb cu9 s1851 ddr5 gaming,mbmsz890gmgplwf,"motherboard msi z890 gaming plus wifi, chipset intel z890, lga 1851, hdmi, dp, atx[@@",5,275.27,P,msi,,
mb cu9 s1851 ddr5 gaming,mbmsz890tomhkwf,"motherboard msi mag z890 tomahawk wifi, chipset intel z890, lga 1851, hdmi,, atx[@@@]",2,301.4,P,msi,,
mb socket am4 amd,mbasa520m-k,"motherboard asus prime a520m-k, chipset amd a520,socket amd am4, micro atx[@@@]soport",20,49.95,P,asus,,
mb socket am4 amd,mbasa520maiicsm,"motherboard asus prime a520m-a ii/csm, chipset amd a520, socket amd am4, matx[@@@]sop",0,63.21,P,asus,,
mb socket am4 amd,mbasb550m-aac,"motherboard asus prime b550m-a ac, chipset amd b550, socket amd am4, matx[@@@]soporta",20,88.34,P,asus,,
mb socket am4 amd,mbgba520mds3h,"motherboard gigabyte a520m ds3h (rev. 1.0), am4, ddr4, hdmi, dp, hd audio.[@@@]soport",4,58.14,P,gigabyte,,
mb socket am4 amd,mbgba520mkv2,"motherboard gigabyte a520m k v2 (rev. 1.0) chipset amd a520, socket am4, micro atx[@@",20,48.24,P,gigabyte,,
mb socket am4 amd,mbgbb550mds3hac,"motherboard gigabyte b550m ds3h ac (rev. 1.5) chipset amd b550, socket am4, micro atx",0,83.36,P,gigabyte,,
mb socket am4 amd,mbgbb550mk,"motherboard gigabyte b550m k (rev. 1.0) chipset amd b550, socket am4, micro atx[@@@]s",0,71.86,P,gigabyte,,
mb socket am4 amd,mbmsb550m-apro,"motherboard msi b550m-a pro, amd b550, am4, ddr4,hdmi, dvi-d, lan, usb 3.2 gen1, m-at",20,68.24,P,msi,,
mb socket am4 amd,mbmsb550mprovdh,"motherboard msi b550m pro-vdh, amd b550, am4 socket, vga, hdmi, dp[@@@]soporta proces",1,75.63,P,msi,,
mb socket am4 amd,mbmxa520m-k,"motherboard maxsun challenger a520m-k, chipset amd a520, socket amd am4, matx[@@@]sop",4,46.73,F,maxsun,,
mb socket am4 amd,mbmxa520m-kwifi,"motherboard maxsun challenger a520m-k wifi, chipset amd a520, socket amd am4, matx[@@",3,54.17,F,maxsun,,
mb socket am4 amd gaming,mbgbb550aoelax2,motherboard gigabyte b550 aorus elite ax v2 (rev.1.0) chipset amd b550 socket amd am4,0,152.26,P,gigabyte,,
mb socket am4 amd gaming,mbmsb550gmgplus,"motherboard msi mpg b550 gaming plus amd b550 am4socket, hdmi, dp, usb 3.2 gen 2[@@@]",6,136.18,P,msi,,
mb socket am5 amd,mbara620m-hdvm2,"motherboard asrock a620m-hdv/m.2, chipset amd a620, socket amd am5, matx[@@@]soporta ",16,67.23,P,asrock,,
mb socket am5 amd,mbarb550pgvel,"motherboard asrock b550 pg velocita, chipset amd b550, socket amd am4, atx[@@@]soport",4,133.16,P,asrock,,
mb socket am5 amd,mbasa620m-a,"motherboard asus prime a620m-a-csm, chipset amd a620, socket amd am5, micro atx[@@@]s",2,82.91,P,asus,,
mb socket am5 amd,mbgba620mds3h,"motherboard gigabyte a620m ds3h (rev. 1.0) chipset amd a620, socket am5, micro atx[@@",0,107.03,P,gigabyte,,
mb socket am5 amd,mbgba620mh,"motherboard gigabyte a620m h (rev. 1.0) chipset amd a620, socket am5, micro atx[@@@]s",3,74.12,P,gigabyte,,
mb socket am5 amd,mbgba620ms2h,"motherboard gigabyte a620m s2h (rev. 1.0) chipsetamd a620, socket am5, micro atx[@@@]",1,96.38,P,gigabyte,,
mb socket am5 amd,mbgbb650mds3hg1,"motherboard gigabyte b650m ds3h, chipset amd b650, socket amd am5, matx[@@@]soporta p",0,170.35,P,gigabyte,,
mb socket am5 amd,mbmsb650m-p,"motherboard msi pro b650m-p, chipset amd b650, socket amd am5, matx[@@@]soporta proce",10,108.04,P,msi,,
mb socket am5 amd gaming,mbgba620mgmgx,"motherboard gigabyte a620m gaming x (rev. 1.0) chipset amd a620, socket am5, micro at",1,110.45,P,gigabyte,,
mb socket am5 amd gaming,mbmsb650gmgplwf,"motherboard msi b650 gaming plus wifi, chipset amd b650, socket amd am5, atx[@@@]sopo",1,179.39,P,msi,,
mb socket am5 amd gaming,mbmsb650mgmgwf,"motherboard msi b650m gaming wifi, chipset amd b650, socket amd am5, matx[@@@]soporta",15,109.44,P,msi,,
mb socket am5 amd gaming,mbmsb650mprozro,"motherboard msi b650m project zero, chipset amd b650, socket amd am5, matx[@@@]soport",1,216.98,P,msi,,
mem ddr4 2666 pc4-21300,me8gkvr26n19s6,"memoria kingston kvr26n19s6/8, 8gb, ddr4 2666 mhz, pc4-21300, dimm, cl-19, 1.2v[@@@]",20,14.87,P,kingston,,
