
,"LISTA DE PRECIOS DELTRON"

,"Generada el :"2025-03-17 04:20:38
,"Almacen(es) :,'HUANCAYO'"
,"Almacen(es) :"
,"TIPO DE CAMBIO :3.660"
,"__________________________________"


"_______________","_______________","__________________________________","__________"
" ","CODIGO","DISCO DURO EXTERNO","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"disco duro externo","hd4tbto440xk3aa","disco duro externo toshiba canvio basics, 4tb, usb 3.0.[@@@].....",16,96.38, ,"","W","toshiba - storage"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","DISCO DURO EXTERNO 2.5","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"disco duro externo 2.5","hd1tbtohdtb410","disco duro externo toshiba canvio basics, 1 tb, usb 3.0, 2.5, negro.[@@@]",>20,45.33, ,"","D","toshiba - storage"
"disco duro externo 2.5","hde2tbtohdtb420","disco duro externo toshiba canvio basic, 2tb, usb3.0, 2.5, negro.[@@@]",>20,60.20, ,"","D","toshiba - storage"
"disco duro externo 2.5","hdestgx1000400","external hard drive 1tb hdd",12,64.22, ,"","W","seagate"
"disco duro externo 2.5","hdewdbu6y0040bb","disco duro externo western digital elements portable, 4 tb, usb 3.0, negro.[@@@]",3,99.50, ,"","F","western digital"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","DISCO DURO, ACCESORIOS","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"disco duro, accesorios","acssdktsnabr235","bracket kingston sna-br2/35 de 2.5 a 3.5, con tornillos.[@@@]",12,1.41, ,"","W","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","DISCO SOLIDO EXTERNO(SSD)","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"disco solido externo(ssd)","ssdacktxsr13p","xs ssd kingston rubber sleeve 3-pack (black, blue, orange)[@@@]paquete de 3 fundas de",9,8.54, ,"","3","kingston"
"disco solido externo(ssd)","ssdexwdbagf0010","disco duro externo ssd western digital my passport 1tb.[@@@]compatible con usb 3.2 ge",4,101.00, ,"","W","western digital"
"disco solido externo(ssd)","ssdhp1f5p7aa","unidad de estado solido externo (ssd) portatil hpp500, 1tb, usb-c 3.2 gen 1, color pl",1,74.37, ,"","Y","hp consumo storage"
"disco solido externo(ssd)","ssdhp7pd55aa","disco duro externo estado sólido hp p500, 500gb, usb 3.1 tipo-c, plata[@@@]velocidad ",2,44.22, ,"","Y","hp consumo storage"
"disco solido externo(ssd)","ssdktxs10001tb","unidad en estado sólido externa kingston xs1000, 1tb, usb 3.2 gen 2 tipo-c[@@@]veloci",>20,60.50, ,"","I","kingston"
"disco solido externo(ssd)","ssdktxs10002tb","unidad en estado sólido externa kingston xs1000, 2tb, usb 3.2 gen 2 tipo-c[@@@]veloci",7,97.38, ,"","I","kingston"
"disco solido externo(ssd)","ssdktxs1000r1tb","unidad en estado sólido externa kingston xs1000, 1tb, usb 3.2 gen 2 tipo-c, color roj",3,61.81, ,"","S","kingston"
"disco solido externo(ssd)","ssdktxs20001000","unidad en estado sólido externa kingston xs2000, 1tb, usb 3.2 gen 2x2 tipo-c[@@@]velo",6,83.21, ,"","S","kingston"
"disco solido externo(ssd)","ssdktxs20002000","unidad en estado sólido externa kingston xs2000, 2tb, usb 3.2 gen 2x2 tipo-c[@@@]velo",3,132.56, ,"","S","kingston"
"disco solido externo(ssd)","ssdktxs20004000","unidad en estado sólido externa kingston xs2000, 4tb, usb 3.2 gen 2x2 tipo-c[@@@]velo",10,253.26, ,"","S","kingston"
"disco solido externo(ssd)","ssdwdelement2tb","disco duro externo western digital elements se ssd portatil, 2tb, usb 3.0.[@@@]",1,149.75, ,"","W","western digital"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","DVD-WRITER","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"dvd-writer","mmasdrw24f1st","dvd rw sata asus 24xdrw-24f1st sin logo[@@@]",>20,16.98, ,"","D","asus"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","DVD-WRITER SATA","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"dvd-writer sata","mmcrdvdgh24nsd1","dvd supermulti lg gh24nsd1, 24x, interno, sata.[@@@]formatos soportados: dvd-r (sl/dl",>20,11.96, ,"","W","lg electronics"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","ENERGIA R - PANEL SOLAR","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"energia r - panel solar","erpste7201n","panel solar portátil teros te-7201n, 30 w[@@@]aprovecha la energía solar con el panel",4,49.25, ,"","D","teros"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","ESTABILIZADOR DE TENSION","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"estabilizador de tension","pscdprps6","supresor de picos cdp r-ps6, 210v - 250v, 15 amps, 6 salidas nema 5-15, on/off switch",11,4.82, ,"","W","cdp chicago digital power"
"estabilizador de tension","psstie1542","estabilizador elise ieda poder safe lcr15-4.5%, solido, 1.5kva, 220vac, 4 tomas a 220",6,66.33, ,"","W","elise"
"estabilizador de tension","psstie2042","estabilizador elise ieda poder lcr20-4.5%, solido, 2.0kva, 220v, 4 tomas a 220vac.[@@",1,119.60, ,"","W","elise"
"estabilizador de tension","psstr2cavr1008i","regulador de voltaje cdp r2c-avr1008i, 1000va/500w, 170-270 vac.[@@@]4 tomas con prot",>20,11.06, ,"consultar","W","cdp chicago digital power"
"estabilizador de tension","psstr2cavr1008t","regulador de voltaje cdp r2cu-avr1008i, 1000va / 500w, 170-270 vac.[@@@]4 tomas con a",4,13.97, ,"","W","cdp chicago digital power"
"estabilizador de tension","psstrcavr1808ip","regulador de voltaje cdp rc-avr pro 1808i, 1800va, 1000w, 220v, 8 tomacorrientes.[@@@",>20,19.20, ,"","W","cdp chicago digital power"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","FAN COOLER CPU","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"fan cooler cpu","accfanpcck4bk","fan-cooler para cpu pccooler k4 bk challenger, 130mm, 240w, 4-pin pwm, 12vdc, color n",2,24.12, ,"","D","pccooler"
"fan cooler cpu","accfanpccpldex4","fan-cooler para cpu pccooler paladin ex400, 120mm, 180w, 4-pin pwm, 12vdc, color negr",7,20.10, ,"","D","pccooler"
"fan cooler cpu","accpute8161n","cooler para procesador teros te-8161n, intel, tdp90w máx, aire[@@@]cooler de procesad",>20,5.01, ,"","D","teros"
"fan cooler cpu","accpute8162n","cooler para procesador teros te-8162n, intel y amd, tdp 150w máx, aire[@@@]cooler de ",20,15.08, ,"","D","teros"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMAGENES, ACCESORIOS DISP","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"imagenes, accesorios disp","accte9062w","ecran teros te-9062w , 1.92 x 1.92 mts, 4:3 , blanco mate[@@@]mejora tus presentacion",11,30.15, ,"","D","teros"
"imagenes, accesorios disp","accte9063w","ecran con tripode teros te-9063w, 1.56 x 1.17 metros, 4:3 (80), blanco mate.[@@@]pre",6,24.12, ,"","D","teros"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMAGENES, ESCANER DE","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"imagenes, escaner de","msepds530ii","escáner de documentos epson ds-530 ii, usb 3.0 dealta velocidad.[@@@]el escáner a col",1,361.80, ,"","W","epson"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMAGENES, PROYECTOR","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"imagenes, proyector","mmvdepef12","proy laser epiqvision ef12",1,598.98, ,"","D","epson"
"imagenes, proyector","mmvdephf52","proyector epson powerlite fh52+ inalambrico portatil, fhd (1920x1080)[@@@]tecnología ",2,922.59, ,"","W","epson"
"imagenes, proyector","mmvdeppl118","proyector powerlite 118 3lcd xga, hdmi x2, vga x2, lan (rj-45), usb[@@@]sistema de pr",4,526.62, ,"","W","epson"
"imagenes, proyector","mmvdeppwe20","proyector epson powerlite e20, 3400 lúmenes, 1024x768, xga.[@@@]tecnología de proyecc", ,380.90, ,"","W","epson"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMAGENES, SCAN/COD/BARRAS","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"imagenes, scan/cod/barras","accadv6012n","escaner de plataforma adv-6012 , lector de códigoqr y código de barras.[@@@]el escáne",10,42.21, ,"","D","advance computer corp"
"imagenes, scan/cod/barras","accadv6013n","escáner de codigo de barras 1d y 2d wireless advance adv-6013, 2.4g ,incluye reposado",17,39.20, ,"","D","advance computer corp"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMPRESORA LASER/LED","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"impresora laser/led","prhp111a","impresora hp laserjet m111a, imprime / usb 2.0[@@@]velocidad de impresión en negro: a",1,90.45, ,"","W","hp comercial"
"impresora laser/led","prhp111w","impresora hp laserjet monocromatica m111w, imprime/wi-fi/wi-fi direct/bluetooth/usb 2",9,100.50, ,"","W","hp comercial"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","IMPRESORA TERMICA","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"impresora termica","pradv7011n","impresora termica inalámbrica advance adv-7011, velocidad de impresion 90 mm/seg.[@@@",14,38.19, ,"","D","advance computer corp"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CI9 S1200 DDR4","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb ci9 s1200 ddr4","mbash510m-kr20","motherboard asus prime h510m-k r2.0 chipset intelh470, lga1200, micro atx[@@@]soporta",10,57.49, ,"","P","asus"
"mb ci9 s1200 ddr4","mbgbh510mkv2","motherboard gigabyte h510m k v2, chipset intel h470, lga1200, matx[@@@]soporta proces",11,57.03, ,"","P","gigabyte"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CI9 S1700 DDR4","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb ci9 s1700 ddr4","mbarb660m-hdv","motherboard asrock b660m-hdv, chipset intel b660,lga1700, matx[@@@]soporta procesador",7,76.28, ,"","P","asrock"
"mb ci9 s1700 ddr4","mbarb660mprors","motherboard asrock b660m pro rs, chipset intel b660, lga1700, matx[@@@]soporta proces",2,91.66, ,"","P","asrock"
"mb ci9 s1700 ddr4","mbasb760m-ad4","motherboard asus prime b760m-a d4, chipset intel b760, lga1700, matx[@@@]soporta proc",9,94.47, ,"","P","asus"
"mb ci9 s1700 ddr4","mbgbb760md3hpd4","motherboard gigabyte b760m d3hp ddr4, chipset intel b760, lga1700, matx[@@@]soporta p",19,90.35, ,"","P","gigabyte"
"mb ci9 s1700 ddr4","mbgbb760mds3hd4","motherboard gigabyte b760m ds3h ddr4 (rev. 1.0), chipset intel b760, lga1700, matx[@@",2,102.01, ,"","P","gigabyte"
"mb ci9 s1700 ddr4","mbgbh610mkd4","motherboard gigabyte h610m k ddr4 (rev. 1.0) chipset intel h610, lga1700, micro atx[@",>20,62.56, ,"","P","gigabyte"
"mb ci9 s1700 ddr4","mbmsb760-pd4ii","motherboard msi pro b760-p ddr4 ii, chipset intelb760, lga1700, hdmi, dp, atx.[@@@]so",3,105.42, ,"","P","msi"
"mb ci9 s1700 ddr4","mbmsb760m-ed4","motherboard msi pro pro b760m-e ddr4, chipset intel b760, lga1700, hdmi, vga, matx.[@",13,75.88, ,"","P","msi"
"mb ci9 s1700 ddr4","mbmsb760m-pddr4","motherboard msi pro b760m-p ddr4, chipset intel b760, lga1700, hdmi, dp, vga, matx.[@",6,87.18, ,"","P","msi"
"mb ci9 s1700 ddr4","mbmsh610m-gddr4","motherboard msi pro h610m-g ddr4, chipset intel h610, lga1700, matx[@@@]soporta proce",15,64.82, ,"","P","msi"
"mb ci9 s1700 ddr4","mbmxb760m-f","motherboard maxsun challenger b760m-f, chipset intel b760, lga1700, matx[@@@]soporta ",10,72.26, ,"","F","maxsun"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CI9 S1700 DDR4 GAMING","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb ci9 s1700 ddr4 gaming","mbarb760mpgln4","motherboard asrock b760m pg lightning/d4, chipsetintel b760, lga1700, matx[@@@]soport",1,92.96, ,"","P","asrock"
"mb ci9 s1700 ddr4 gaming","mbgbb760mgpd4","motherboard gigabyte b760m gaming plus wifi ddr4,chipset intel b760, lga1700, matx[@@",6,100.45, ,"","P","gigabyte"
"mb ci9 s1700 ddr4 gaming","mbmsb760thkwfd4","motherboard msi mag b760 tomahawk wifi ddr4, chipset intel b760, lga1700, atx[@@@]sop",1,188.94, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CI9 S1700 DDR5","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb ci9 s1700 ddr5","mbgbb760md3hpd5","motherboard gigabyte b760m d3hp, chipset intel b760, lga1700, micro atx[@@@]soporta p",11,94.37, ,"","P","gigabyte"
"mb ci9 s1700 ddr5","mbmsb760m-e","motherboard msi pro b760m-e, chipset intel b760, lga1700, hdmi, vga, matx[@@@]soporta",2,96.98, ,"","P","msi"
"mb ci9 s1700 ddr5","mbmsb760m-pddr5","motherboard msi pro b760m-p, chipset intel b760, lga1700, hdmi, dp, vga, matx[@@@]sop",2,105.42, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CI9 S1700 DDR5 GAMING","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb ci9 s1700 ddr5 gaming","mbgbb760gmgxax5","motherboard gigabyte b760 gaming x ax ddr5 (rev.1.0) chipset intel b760, lga1700, atx",1,153.26, ,"","P","gigabyte"
"mb ci9 s1700 ddr5 gaming","mbmsb760gmgpwf","motherboard msi b760 gaming plus wifi, chipset intel b760, lga1700, hdmi, dp, atx[@@@",2,154.27, ,"","P","msi"
"mb ci9 s1700 ddr5 gaming","mbmsb760mgmgpwf","motherboard msi b760m gaming plus wifi, chipset intel b760, lga1700, hdmi, dp, matx[@",3,144.22, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB CU9 S1851 DDR5","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb cu9 s1851 ddr5","mbmsz890-pwifi","motherboard msi pro z890-p wifi, chipset intel z890, lga 1851, hdmi, dp, atx[@@@]sopo",1,241.20, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB SOCKET AM4 AMD","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb socket am4 amd","mbasb550-plus","motherboard asus prime b550-plus, chipset amd b550, socket amd am4, atx[@@@]soporta p",3,119.60, ,"","P","asus"
"mb socket am4 amd","mbasb550m-aac","motherboard asus prime b550m-a ac, chipset amd b550, socket amd am4, matx[@@@]soporta",7,88.34, ,"","P","asus"
"mb socket am4 amd","mbgba520mds3h","motherboard gigabyte a520m ds3h (rev. 1.0), am4, ddr4, hdmi, dp, hd audio.[@@@]soport",1,58.14, ,"","P","gigabyte"
"mb socket am4 amd","mbgba520mkv2","motherboard gigabyte a520m k v2 (rev. 1.0) chipset amd a520, socket am4, micro atx[@@", ,48.24, ,"","P","gigabyte"
"mb socket am4 amd","mbgbb550mds3hac","motherboard gigabyte b550m ds3h ac (rev. 1.5) chipset amd b550, socket am4, micro atx",6,83.36, ,"","P","gigabyte"
"mb socket am4 amd","mbgbb550mk","motherboard gigabyte b550m k (rev. 1.0) chipset amd b550, socket am4, micro atx[@@@]s",2,73.87, ,"","P","gigabyte"
"mb socket am4 amd","mbmsa520m-apro","motherboard msi a520m-a pro, chipset amd a520, socket amd am4, matx[@@@]soporta proce",13,47.79, ,"","P","msi"
"mb socket am4 amd","mbmsb550m-apro","motherboard msi b550m-a pro, amd b550, am4, ddr4,hdmi, dvi-d, lan, usb 3.2 gen1, m-at",2,66.83, ,"","P","msi"
"mb socket am4 amd","mbmsb550mprvdwf","motherboard msi b550m pro-vdh wifi, amd b550, am4socket, vga, hdmi, dp, usb 3.2 gen1[", ,85.32, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB SOCKET AM5 AMD","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb socket am5 amd","mbara620m-hdvm2","motherboard asrock a620m-hdv/m.2, chipset amd a620, socket amd am5, matx[@@@]soporta ",2,67.23, ,"","P","asrock"
"mb socket am5 amd","mbgba620mh","motherboard gigabyte a620m h (rev. 1.0) chipset amd a620, socket am5, micro atx[@@@]s",1,74.12, ,"","P","gigabyte"
"mb socket am5 amd","mbgba620ms2h","motherboard gigabyte a620m s2h (rev. 1.0) chipsetamd a620, socket am5, micro atx[@@@]",1,96.38, ,"","P","gigabyte"
"mb socket am5 amd","mbgbb650md3hp","motherboard gigabyte b650m d3hp, chipset amd b650, socket amd am5, matx[@@@]soporta p",1,131.15, ,"","P","gigabyte"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB SOCKET AM5 AMD GAMING","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb socket am5 amd gaming","mbgbx870gmgwf6","motherboard gigabyte x870 gaming wifi6, chipset amd x870, socket amd am5, atx[@@@]sop",1,199.89, ,"","P","gigabyte"
"mb socket am5 amd gaming","mbmsb650mgmgpwf","motherboard msi b650m gaming plus wifi, chipset amd b650, socket amd am5, matx[@@@]so",18,145.62, ,"","P","msi"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MB SOCKET I C/CPU INTEL","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mb socket i c/cpu intel","mbadvi513420h","motherboard advance modt, incorpora procesador ci5-13420h, itx[@@@]2 ranuras de memor",4,241.10, ,"","D","advance computer corp"
"mb socket i c/cpu intel","mbadvi713620h","motherboard advance modt, incorpora procesador core i7-13620h 2.40/4.90ghz, hdmi(2)/d",1,296.98, ,"","D","advance computer corp"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR3 1600 PC3-12800","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr3 1600 pc3-12800","me8gkvr16ln118w","memoria kingston, 8gb ddr3-1600mhz pc3-12800, cl11, 1.35v, 240-pin, non-ecc[@@@]",7,25.63, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR4 3200 PC4-25600","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr4 3200 pc4-25600","me16gkf432c16bf","memoria kingston fury beast, 16gb, ddr4, 3200 mhz, pc4-25600, cl16, 1.35v.[@@@]",>20,29.65, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me16kf432c16bb2","memoria kingston fury beast rgb black, 16gb ddr4 3200 mhz, pc4-25600, cl16, 1.35v.[@@",5,34.92, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me16kvr32n22s8","memoria dimm kingston, 16gb ddr4-3200mhz pc4-25600, cl22, 1.2v, 288-pin, non-ecc[@@@]",3,24.87, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me16tf3200hc16f","memoria teamgroup t-force vulcan tuf gaming alliance ddr4, 16gb ddr4-3200mhz, cl16, 1",>20,25.13, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me16tfzrd432hc1","memoria tg t-force vulcan z, 16gb, ddr4-3200 mhz,1.35v, cl16-20-20-40[@@@]",1,25.13, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me32kf432c16bb2","memoria kingston fury beast 32gb ddr4-3200mhz pc4-25600, cl16, 1.35v, 288-pin, rgb, d",3,61.51, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me32tgccd432g32","memoria teamgroup t-create classic ddr4, 32gb (2x16gb), ddr4-3200mhz, cl-22, 1.2v[@@@",1,51.86, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me8ghp18x15aa32","memoria hp v2 8gb (1 x 8 gb) ddr4-3200 mhz, cl22,1.20v[@@@]",4,14.87, ,"","P","hp memorias ram"
"mem ddr4 3200 pc4-25600","me8ghp7eh67aa","memoria hp v6 series, 8gb, ddr4, 3200 mhz, pc4-25600, cl-16, 1.35v[@@@]",19,17.49, ,"","P","hp memorias ram"
"mem ddr4 3200 pc4-25600","me8gkcp432ns6","memoria kingston kcp432ns6/8, dimm 8gb ddr4-3200 mhz, cl22, 1.2v, non-ecc.[@@@]",>20,17.24, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8gkf432c16bb2","memoria kingston fury beast rgb black 8gb ddr4-3200 mhz, pc4-25600, cl16, 1.35v, non-",1,22.11, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8gkf432c16bb8","memoria kingston fury beast, 8gb, ddr4-3200mhz, pc4-25600, cl16, 1.35v, 288-pines, xm",>20,16.73, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8gkvr32n22s6","memoria kingston 8gb ddr4-3200 mhz, pc4-25600, cl22, 1.2v, 288-pin, non-ecc[@@@]",12,13.72, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8gkvr32n22s8l","memoria kingston ddr4 value ram, 8 gb ddr4-3200mhz, pc4-25600, cl22[@@@]",5,13.72, ,"","P","kingston"
"mem ddr4 3200 pc4-25600","me8gpa32002h1","memoria patriot signature premium ddr4, 8gb ddr4-3200 mhz, pc4-25600, cl22, 1.2v[@@@]",18,12.76, ,"","P","patriot"
"mem ddr4 3200 pc4-25600","me8gtfgd48g3200","memoria tg t-force vulcan z 8gb ddr4-3200 mhz, cl16, 1.35v[@@@]",>20,13.87, ,"","P","teamgroup"
"mem ddr4 3200 pc4-25600","me8gtfgd48g320r","memoria tg t-force vulcan z 8gb ddr4-3200 mhz, cl16, 1.35v[@@@]",20,13.87, ,"","F","teamgroup"
"mem ddr4 3200 pc4-25600","me8gtfyd48g32tf","memoria tg t-force vulcan tuf, 8gb ddr4-3200 mhz,cl16, 1.35v[@@@]",>20,13.87, ,"","P","teamgroup"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR4 3600 PC4-28800","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr4 3600 pc4-28800","me16kf436c18bb2","memoria kingston fury beast rgb black, 16gb, ddr4-3600mhz, pc4-28800, cl18, 1.35v, no",3,38.84, ,"","P","kingston"
"mem ddr4 3600 pc4-28800","me8gkf436c17bb8","memoria kingston fury beast, 8gb, ddr4 3600 mhz, pc4-28800, cl17, 1.35v.[@@@]",6,18.14, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR5 4800 PC5-38400","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr5 4800 pc5-38400","me32ghp6g0q6aa","memoria hp x2 udimm ddr5-4800mhz, pc5-38400, 32gb, cl40, 1.1v, 288-pin, on-die ecc.[@",1,75.38, ,"","P","hp memorias ram"
"mem ddr5 4800 pc5-38400","me8gkf548c38bb8","memoria kingston fury beast 8gb ddr5-4800mhz pc5-38400 cl38, 1.1v, 288-pin, xmp 3.0[@",16,25.07, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR5 5200 PC5-41600","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr5 5200 pc5-41600","me16gkf552c4arg","memoria kingston fury beast 16gb ddr5-5200mhz pc5-41600 cl40, 1.25v, 288-pin, xmp 3.0",3,46.63, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me16kf552c40bb1","memoria kingston fury beast 16gb, ddr5-5200mhz, pc5-41600, cl40, 1.25v, 288-pines, xm",19,40.50, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me16kf552c40bwe","memoria dimm kingston fury beast white expo, 16gbddr5-5200mhz pc5-41600, cl36, 1.25v[",3,41.26, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me16tfd5200hc4w","memoria teamgroup t-force delta rgb ddr5, 16gb ddr5-5200mhz, pc5-41600, cl40, 1.25v[@",6,44.42, ,"","P","teamgroup"
"mem ddr5 5200 pc5-41600","me16tfv5200hc41","memoria teamgroup t-force vulcan ddr5 16gb ddr5-5200 mhz, cl40, 1.25v[@@@]",12,40.45, ,"","P","teamgroup"
"mem ddr5 5200 pc5-41600","me32gkf552c40rg","memoria kingston fury beast 32gb ddr5-5200mhz, pc5-41600, cl40, 1.25v, 288-pin, non-e",6,81.91, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me32kf552c40bbf","memoria kingston fury beast black, 32gb ddr5-5200mhz, pc5-41600, cl40, 1.25v.[@@@]",3,77.39, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me8gkf552c40bb8","memoria kingston fury beast 8gb, ddr5-5200mhz, pc5-41600, cl40, 1.25v, 288-pines, xmp",6,24.17, ,"","P","kingston"
"mem ddr5 5200 pc5-41600","me8gkf552c4argb","memoria kingston fury beast 8gb ddr5-5200mhz pc5-41600, cl40, 1.25v, 288-pin, xmp 3.0",1,28.94, ,"","P","kingston"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR5 5600 PC5-44800","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
"mem ddr5 5600 pc5-44800","me16gkf556c40bb","memoria kingston fury beast 16gb ddr5-5600mhz, pc5-44800, cl40, 1.25v, 288-pin, dimm[",10,41.91, ,"","P","kingston"
"mem ddr5 5600 pc5-44800","me16gkf556c4arg","memoria kingston fury beast 16gb ddr5-5600mhz pc5-44800 cl40, 1.25v, 288-pin, xmp 3.0",12,47.64, ,"","P","kingston"
"mem ddr5 5600 pc5-44800","me16tfd5600hc36","memoria teamgroup t-force delta rgb ddr5 16gb ddr5-5600 mhz, cl36, 1.2v[@@@]",7,45.02, ,"","P","teamgroup"
"mem ddr5 5600 pc5-44800","me16tfd5600hc3w","memoria teamgroup t-force delta rgb ddr5, 16gb ddr5-5600mhz, pc5-44800, cl36, 1.2v[@@",4,45.02, ,"","P","teamgroup"
"mem ddr5 5600 pc5-44800","me16tfdt5600hc3","memoria teamgroup t-force delta tuf gaming alliance rgb ddr5, 16gb ddr5-5600mhz, cl36",1,45.02, ,"","P","teamgroup"
"mem ddr5 5600 pc5-44800","me16tfv5600hc36","memoria teamgroup t-force vulcan ddr5 16gb ddr5-5600 mhz, cl36, 1.2v[@@@]",4,40.40, ,"","P","teamgroup"
"mem ddr5 5600 pc5-44800","me16tfva5600hcn","memoria teamgroup vulcan&#945; ddr5, 16gb (1x16gb) ddr5-5600mhz pc5-44800, cl40, 1.2v",2,41.31, ,"","P","teamgroup"
"mem ddr5 5600 pc5-44800","me32kf556c40bb","memoria dimm kingston fury beast 32gb ddr5-5600mhz pc5-44800, cl40, 1.25v, 288-pin no",10,79.80, ,"","P","kingston"
"mem ddr5 5600 pc5-44800","me32tfdt5600hc3","memoria teamgroup delta tuf gaming alliance rgb, 32gb (1x32gb) ddr5-5600mhz, cl36, 1.",1,88.19, ,"","P","teamgroup"
"_______________","_______________","__________________________________","__________"
" ","CODIGO","MEM DDR5 6000 PC5-48000","STOCK","PREC DISTRIB US $","PREC S/.","FLETE ","GARAN","MARCA"
